priority,doc_type,doc_id,permit_num,code,cost,sqft,issue_date,name,description
1,strict_finish_pdf,1381157,14-11290-NEWC,NEWC,1568000,7090,2014-10-09T00:00:00,IW-2.1 Branch Finish Plan Liberty Bank Gentilly 06.30.14.pdf,New construction of a Liberty Bank Branch w/retail space as per City Planning Commission DR 027-14 . Signs require separate permit.
1,strict_finish_pdf,4941409,20-29653-RNVS,RNVS,449179,1200,2021-06-21T09:08:19,Finish schedule.pdf,"Interior renovation - Inclusive of new floor joists in several areas, reset plumbing fixtures, electrical, HVAC, flooring, paint and other finishes"
2,interior_set_pdf,4623600,20-01153-RNVS,RNVS,1081185,0,2021-07-09T10:59:22,200914_CHNO B9_Interior Scope.pdf,"Structural renovation to a commercial building. Scope includes structural stabilization and restoration of major portions of the interior and exterior. Will also include incorporation of MEP services.

OK TCO AS PER SFM GOOD TILL 5-12-21"
2,interior_set_pdf,8348102,25-21013-RNVN,RNVN,3400000,42541,,250710-05 Interior Design.pdf,"**VCC: NOT INTERIOR WORK ONLY. VCC REVIEW AND APPROVAL ARE REQUIRED.

THE PROJECT SCOPE IS RESTRICTED TO INTERIOR RENOVATIONS OF SELECT SPACES THROUGHOUT THE SUB-BASEMENT, BASEMENT, LEVEL 01, LEVEL 02 & LEVEL 03 AT THE ROYAL SONESTA LOCATED AT 300 BOURBON ST. IN NEW ORLEANS, LA., AND DOES NOT AFFECT THE EXISTING OCCUPANCY, EXISTING OCCUPANCY COUNTS OR EXISTING EGRESS ROUTES. SPACES INCLUDED IN THE RENOVATION ARE OUTLINED BELOW:

SUB-BASEMENT: ROYAL/CONTI, BACCHUS, BOURBON, CORRIDOR, & STAIR 12, BASEMENT STAIR 12, FITNESS ROOM, WOMENS & MENS RR, MOTOR LOBBY

LEVEL 1: MAIN BALLROOM, PREFUNCTION, EVANGELINE (A, B, C), VESTIBULE, REGAL ROOM, ARCADE, ESPLANADE, IBERVILLE, SOLEIL & SOULE, ENTRANCE LOBBY, HOTEL LOBBY, LE BOOZE, JAZZ PLAYHOUSE, COURTYARD, FLEUR DE LIS SALON, FLEUR DE LIS (A, B, C), DESIRE OYSTER BAR, WOMENS & MENS RR.

LEVEL 2: BOARD ROOM, TECHE, BELLE GROVE, OAK ALLEY, MADEWOOD, GRIS GRIS, CHOCTAW, ASSEMBLY AREA, & TERRACE
 
LEVEL 3: POOL BAR
             
REFERENCE SHEET PS-G004.00 FOR A DIAGRAM OF AREA OF RENOVATION SCOPE THAT IS A LEVEL 1 ALTERATION & LEVEL 2 ALTERATION.

THE HOTEL IS TO REMAIN FULLY OPERATIONAL WITH ALL LIFE SAFETY SYSTEMS FULLY OPERATIONAL DURING CONSTRUCTION. 

ALL RESTROOM FIXTURE COUNTS ARE EXISTING TO REMAIN AND WILL NOT BE ALTERED AS PART OF THE INTERIOR RENOVATION."
3,plan_like_arch_pdf,59263,12-18474-NEWC,NEWC,185000,0,,Plot Plan and Benchmark Certificate - 7920 Sealed.pdf,Install 1 modular classroom building at school as per plans. (International School of Louisiana).
3,plan_like_arch_pdf,887047,12-20480-NEWC,NEWC,300000,4126,2012-09-05T00:00:00,7400 lakeshore city planning.pdf,"Construct new 2-story 4,126 sqft restaurant as per plans, BZA 91-12, and Orleans Levee District approval."
3,plan_like_arch_pdf,877236,12-21926-NEWC,NEWC,150000,1800,2013-01-10T00:00:00,12-21926 Revised Site Plan.pdf,"Construct a 1-story, 1800 sq ft retail Art Gallery/Studio as per plans. Fees paid under lost permit #12-21732-NEWC."
3,plan_like_arch_pdf,3652222,12-22479-NEWC,NEWC,2520570,0,2013-04-15T00:00:00,Elevation Certificate - Post Slab.pdf,"NEW CONSTRUCTION OF A 8000 SQ FT COMMUNITY CENTER AS PER PLANS and 12-22605-HDLC.

TCO permitted for 90 days until 7-20-2018"
3,plan_like_arch_pdf,3652223,12-22479-NEWC,NEWC,2520570,0,2013-04-15T00:00:00,Elevation Certificate - Post Construction.pdf,"NEW CONSTRUCTION OF A 8000 SQ FT COMMUNITY CENTER AS PER PLANS and 12-22605-HDLC.

TCO permitted for 90 days until 7-20-2018"
3,plan_like_arch_pdf,887030,12-25142-NEWC,NEWC,2331000,63750,2012-12-07T00:00:00,1301 S Claiborne City Planning.pdf,"New construction of a 63,750 sf float storage building for Krewe of Bacchus per plans."
3,plan_like_arch_pdf,1726517,12-26240-NEWC,NEWC,1869710,0,2014-04-21T00:00:00,ARCH CERT OF COMP150320084058_0001.pdf,Construct a 5550 sq ft office building for NOPD Mounted Division per plans. Building D. Now designated as Building C as per revised site plan.
3,plan_like_arch_pdf,886977,12-30240-NEWC,NEWC,13244000,179174,2013-03-01T00:00:00,12-30240 6000 Bullard walmart City Planning.pdf,Construct a 179174 sq ft retail store [Walmart] as per plans
3,plan_like_arch_pdf,186132,12-32776-NEWC,NEWC,350000,0,2013-01-23T00:00:00,elec. dwgs..pdf,"Construction of 8 temporary tents and a stage  for ""Celeberty beach Bowl 2013""(from 2/2/2013 to 2/19/2013) per plans."
3,plan_like_arch_pdf,1056677,12-33496-NEWC,NEWC,1050000,11824,2013-12-19T00:00:00,12000 - 2013-12-18 - recorded plans - permit 12-33496-NEWC.pdf,"Construct a 11,824 sq ft 2-story office building with mezzaine level as per plans and Zoning Docket 031-13. (2916 General De Gaulle Drive)

Temporary Certiifcate is granted until June 12, 2015,  for  Phase 1 - 2nd Floor ONLY"
3,plan_like_arch_pdf,207650,12-33671-NEWC,NEWC,1620000,12000,2013-02-28T00:00:00,A-2.0.pdf,"Construct a 12,000sf golf maintenance facility at a Private Club as per plans."
3,plan_like_arch_pdf,761496,12-33671-NEWC,NEWC,1620000,12000,2013-02-28T00:00:00,Metal Shop Drawing Submittal.pdf,"Construct a 12,000sf golf maintenance facility at a Private Club as per plans."
3,plan_like_arch_pdf,761497,12-33671-NEWC,NEWC,1620000,12000,2013-02-28T00:00:00,A-2.0.pdf,"Construct a 12,000sf golf maintenance facility at a Private Club as per plans."
3,plan_like_arch_pdf,92692,12COM-00358,NEWC,5150000,53448,2012-07-12T00:00:00,MCM Address Site Plan 47 final.pdf,NEW CONSTRUCTION OF A GROCERY STORE AND SITE WORK AS PER PLANS AND CITY PLANNING COMMISSION APPROVAL. (CITY MARKET WINN-DIXIE FOOD-PHARMACY)
3,plan_like_arch_pdf,1063205,12COM-00404,NEWC,350000,4035,2012-05-15T00:00:00,12com-00404 Stamped Plans.pdf,"Work Descripton: Construct 4035 sq ft raised 1-story restaurant and accessory parking area as per plans.

Historical Import Type: Permits Commercial New NA
User: EBROWN
Tracking: 8613398250
Status: Permit Issuance Active
Status Date: 5/15/2012 12:00:00 AM

Owner: Lakeview Landings, LLC
Owner Address: C/O Nick Asprodites 6422 Cartier St, New Orleasn, LA 70122
Owner Phone: 5042363100
Owner Edited By: 4/24/2012 by EBROWN"
3,plan_like_arch_pdf,2691040,12COM-00518,NEWC,658954,5964,2013-09-19T00:00:00,2014.08.25 - [Stamped] Under Construction Elevation Certificate - 2320-22 Erato St.pdf,"Work Descripton: CONSTRUCT 3-STORY 5964 SF 4-FAMILY STRUCTURE PER PLANS (2220-22-24-26 ERATO ST) TYPE H

Historical Import Type: Permits Commercial New NA
User: EBROWN
Tracking: 86163891501
Status: Health Review Not Required
Status Date: 5/18/2012 12:00:00 AM

Owner: Housing Authority Of New Orleans
Owner Address: 4100 Touro St, New Orleans, LA 70122
Owner Phone: 5046703300
Owner Edited By: 4/18/2012 by EBROWN"
3,plan_like_arch_pdf,2691041,12COM-00518,NEWC,658954,5964,2013-09-19T00:00:00,2014.08.25 - [Stamped] Under Construction Elevation Certificate - 2316-18 Erato St.pdf,"Work Descripton: CONSTRUCT 3-STORY 5964 SF 4-FAMILY STRUCTURE PER PLANS (2220-22-24-26 ERATO ST) TYPE H

Historical Import Type: Permits Commercial New NA
User: EBROWN
Tracking: 86163891501
Status: Health Review Not Required
Status Date: 5/18/2012 12:00:00 AM

Owner: Housing Authority Of New Orleans
Owner Address: 4100 Touro St, New Orleans, LA 70122
Owner Phone: 5046703300
Owner Edited By: 4/18/2012 by EBROWN"
3,plan_like_arch_pdf,2691042,12COM-00518,NEWC,658954,5964,2013-09-19T00:00:00,2014.08.25 - [Stamped] Under Construction Elevation Certificate - 2308-10-12-14 Erato St.pdf,"Work Descripton: CONSTRUCT 3-STORY 5964 SF 4-FAMILY STRUCTURE PER PLANS (2220-22-24-26 ERATO ST) TYPE H

Historical Import Type: Permits Commercial New NA
User: EBROWN
Tracking: 86163891501
Status: Health Review Not Required
Status Date: 5/18/2012 12:00:00 AM

Owner: Housing Authority Of New Orleans
Owner Address: 4100 Touro St, New Orleans, LA 70122
Owner Phone: 5046703300
Owner Edited By: 4/18/2012 by EBROWN"
3,plan_like_arch_pdf,2691048,12COM-00518,NEWC,658954,5964,2013-09-19T00:00:00,2014.08.25 - [Stamped] Under Construction Elevation Certificate - 2300-02 Erato St.pdf,"Work Descripton: CONSTRUCT 3-STORY 5964 SF 4-FAMILY STRUCTURE PER PLANS (2220-22-24-26 ERATO ST) TYPE H

Historical Import Type: Permits Commercial New NA
User: EBROWN
Tracking: 86163891501
Status: Health Review Not Required
Status Date: 5/18/2012 12:00:00 AM

Owner: Housing Authority Of New Orleans
Owner Address: 4100 Touro St, New Orleans, LA 70122
Owner Phone: 5046703300
Owner Edited By: 4/18/2012 by EBROWN"
3,plan_like_arch_pdf,2691049,12COM-00518,NEWC,658954,5964,2013-09-19T00:00:00,2014.08.25 - [Stamped] Under Construction Elevation Certificate - 2304-06 Erato St.pdf,"Work Descripton: CONSTRUCT 3-STORY 5964 SF 4-FAMILY STRUCTURE PER PLANS (2220-22-24-26 ERATO ST) TYPE H

Historical Import Type: Permits Commercial New NA
User: EBROWN
Tracking: 86163891501
Status: Health Review Not Required
Status Date: 5/18/2012 12:00:00 AM

Owner: Housing Authority Of New Orleans
Owner Address: 4100 Touro St, New Orleans, LA 70122
Owner Phone: 5046703300
Owner Edited By: 4/18/2012 by EBROWN"
3,plan_like_arch_pdf,2097718,12COM-00523,NEWC,10260746,0,2013-09-19T00:00:00,2200 Clio St. Framing Inspection REPORT 2 and 3 floors and 12-30-15 permit 12Co....pdf,"Work Descripton: Construct 81647 sq ft 4-story 49-unit multi-family structure as per plans and BZA Dkt#057-11

o.k. for temp. c/o for 30 days sfm.TILL ; (11-27-2017)

Historical Import Type: Permits Commercial New NA
User: EHORAN
Tracking: 86124556591
Status: Letter Response Pending
Status Date: 5/16/2012 12:00:00 AM

Owner: Housing Authority Of
Owner Address: New Orleans 4100 Touro Street, New Orleans, LA 70122
Owner Edited By: 4/18/2012 by EHORAN"
3,plan_like_arch_pdf,2097719,12COM-00523,NEWC,10260746,0,2013-09-19T00:00:00,2200 Clio St. Framing Inspection 2 and 3 floors and 12-30-15 permit 12Com-00523....pdf,"Work Descripton: Construct 81647 sq ft 4-story 49-unit multi-family structure as per plans and BZA Dkt#057-11

o.k. for temp. c/o for 30 days sfm.TILL ; (11-27-2017)

Historical Import Type: Permits Commercial New NA
User: EHORAN
Tracking: 86124556591
Status: Letter Response Pending
Status Date: 5/16/2012 12:00:00 AM

Owner: Housing Authority Of
Owner Address: New Orleans 4100 Touro Street, New Orleans, LA 70122
Owner Edited By: 4/18/2012 by EHORAN"
3,plan_like_arch_pdf,886956,12COM-00559,NEWC,1500000,0,,12com-00559 City Planning crowder blvd.pdf,"Construct a 11,490 sq ft 1-story 6-unit commercial building as per plans: 1 Community Center, 4 Office spaces, 1 vacant space."
3,plan_like_arch_pdf,92691,12COM-00566,NEWC,1835400,0,2012-07-09T00:00:00,MCM Address Site Plan 47 final.pdf,"Work Descripton: Construct two (2) multi-tenant retail buildings: Building A - 14271 sq ft; Building B – 9747. No Use & Occupancy. Future tenants require separate build-out permits.( Addresses for tenants will be 403 thru 437 N Carrollton Ave) 

Historical Import Type: Permits Commercial New NA
User: CCROSS
Tracking: 86117757041
Status: Letter Response Pending
Status Date: 5/8/2012 12:00:00 AM

Owner: Mid-City Carrollton Investors, LLC
Owner Address: 240 Brookstone Centre Parkway, Columbus, GA 31904
Owner Edited By: 4/27/2012 by CCROSS"
3,plan_like_arch_pdf,92696,12COM-00567,NEWC,484000,3139,2012-07-09T00:00:00,MCM Address Site Plan 47 final.pdf,"Construct a 3220 sq ft commercial building as per plans. Plans to follow for build-out. Signs require a separate permit.

Historical Import Type: Permits Commercial New NA
User: EBROWN
Tracking: 86147253948
Status: Letter Response Pending
Status Date: 5/9/2012 12:00:00 AM

Owner: Sst Carrollton Wd LLC
Owner Address: C/O Sterling Properties 109 Northpark Blvd, Ste 300, Covington, LA 70433
Owner Phone: 9852463785
Owner Edited By: 4/27/2012 by EBROWN"
3,plan_like_arch_pdf,1893459,12COM-00598,NEWC,2355548,24690,2012-07-27T00:00:00,A101-2007 - Working Draft - 001 - Lakeview Construction-R - Permit Copy.pdf,"Work Descripton: CONSTRUCT A 4-STORY MULTI-FAMILY CONDOMINIUM BUILDING WITH GROUND FLOOR PARKING AS PER PLANS AND DKT #11-32.

Historical Import Type: Permits Commercial New NA
User: EJOHNSON
Tracking: 8619547339
Status: Zoning Review Completed
Status Date: 6/12/2012 12:00:00 AM

Owner: 111 Audubon St,Llc
Owner Address: 5721 Magazine,#219, New Orleans, LA 70118
Owner Phone: 504-899-7368
Owner Edited By: 5/4/2012 by EJOHNSON"
3,plan_like_arch_pdf,1196870,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,11085_NO_20130920_ApprovedResubPlanRecorded.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
3,plan_like_arch_pdf,2436716,13-02370-NEWC,NEWC,25600000,0,2013-06-07T00:00:00,11085_20160819_ElevationCertificate.pdf,"Construct an elementary school per plans. Building varies from 1-3 floors and is approx. 110,343 sq ft."
3,plan_like_arch_pdf,806014,13-02849-NEWC,NEWC,49000,0,2013-04-18T00:00:00,13005-A1.01 Revised.pdf,Construct a 2400 sq ft accessory building as per plans.
3,plan_like_arch_pdf,765764,13-03814-NEWC,NEWC,336933,0,2013-03-08T00:00:00,13-03814 Revised Site Plan.pdf,New construction of a 3 story single (2677 sf) with 2 floors of livable area and parking underneath per plans.
3,plan_like_arch_pdf,882300,13-08517-NEWC,NEWC,480000,4800,2013-11-19T00:00:00,Pontchartrain Centre Plan Review Ltrs.pdf,Construct a 2-story 4800 sq ft building shell as per plans. No Use or Occupancy. Plans to follow. Each tenant shall apply for separate permit. Signs require a seaparte permit. (Formerly 6054 Pontchartrain Blvd)
3,plan_like_arch_pdf,842098,13-10640-NEWC,NEWC,400000,0,2013-06-20T00:00:00,12034_SD1_Dimensioned Site Plan.pdf,Construct a 571 sq ft chapel and courtyard next to existing church per plans.
3,plan_like_arch_pdf,830621,13-12959-NEWC,NEWC,1000000,9000,,SP1 Site Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830625,13-12959-NEWC,NEWC,1000000,9000,,A2 FIRE RATED ASSEMBLIES.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830626,13-12959-NEWC,NEWC,1000000,9000,,A2A ACCESSIBILITY STANDARDS.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830628,13-12959-NEWC,NEWC,1000000,9000,,A3A Typical Units Details.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830632,13-12959-NEWC,NEWC,1000000,9000,,A5 TYPICAL WALL SECTIONS.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830633,13-12959-NEWC,NEWC,1000000,9000,,A6 STAIR DETAILS.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830634,13-12959-NEWC,NEWC,1000000,9000,,A7 SCHEDULES.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830635,13-12959-NEWC,NEWC,1000000,9000,,C1 Drainage Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830636,13-12959-NEWC,NEWC,1000000,9000,,C2 Site Utility Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830637,13-12959-NEWC,NEWC,1000000,9000,,E-1 First Floor Elect Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830638,13-12959-NEWC,NEWC,1000000,9000,,E-2 Second Floor Elect Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830639,13-12959-NEWC,NEWC,1000000,9000,,E3 Enlarged Floor Elect Plans.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830640,13-12959-NEWC,NEWC,1000000,9000,,E4 Typical Units Elect Plans.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830645,13-12959-NEWC,NEWC,1000000,9000,,F1 Foundation Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830647,13-12959-NEWC,NEWC,1000000,9000,,M1 First Floor HVAC Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830648,13-12959-NEWC,NEWC,1000000,9000,,M2 Second Floor HVAC Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830649,13-12959-NEWC,NEWC,1000000,9000,,P1 First Floor Plumb Plan-P1 First Floor Plumb Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830650,13-12959-NEWC,NEWC,1000000,9000,,P2 Second Floor Plumb Plan.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830656,13-12959-NEWC,NEWC,1000000,9000,,S1 SECOND FLOOR FRAMING PLAN.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,830657,13-12959-NEWC,NEWC,1000000,9000,,S2 ROOF FRAMING PLAN.pdf,Construct a 33-room motel per plans.
3,plan_like_arch_pdf,982082,13-14264-NEWC,NEWC,24492000,0,2013-12-17T00:00:00,13-14264 APPROVED PLAN SET VOL 2.pdf,Construct new 3-story Elementary School as per plans.
3,plan_like_arch_pdf,982083,13-14264-NEWC,NEWC,24492000,0,2013-12-17T00:00:00,13-14264 APPROVED PLAN SET VOL 1.pdf,Construct new 3-story Elementary School as per plans.
3,plan_like_arch_pdf,1204966,13-14689-NEWC,NEWC,510290,0,2013-09-19T00:00:00,225 N Roman St Bldg Floor Joist inspection report 04282014 No 13-14689-NEWC MS.pdf,"New construction of a multi-family (6 units - A,B,C,D,E,F) building per plans, BZA 065-13. FY Average = 3'-0"""
3,plan_like_arch_pdf,1204967,13-14689-NEWC,NEWC,510290,0,2013-09-19T00:00:00,225 N Roman St Bldg Floor Joist 04282014 No 13-14689-NEWC MS.pdf,"New construction of a multi-family (6 units - A,B,C,D,E,F) building per plans, BZA 065-13. FY Average = 3'-0"""
3,plan_like_arch_pdf,1000933,13-16347-NEWC,NEWC,325000,2932,2013-11-20T00:00:00,approved dwgs.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, 
BZA dkt #23-13 and 12-31354-HDLC

The Temporary Certificate of Occupancy is valid until July 1, 2014"
3,plan_like_arch_pdf,1141778,13-16347-NEWC,NEWC,325000,2932,2013-11-20T00:00:00,57-12 A8.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, 
BZA dkt #23-13 and 12-31354-HDLC

The Temporary Certificate of Occupancy is valid until July 1, 2014"
3,plan_like_arch_pdf,1141779,13-16347-NEWC,NEWC,325000,2932,2013-11-20T00:00:00,57-12 A2.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, 
BZA dkt #23-13 and 12-31354-HDLC

The Temporary Certificate of Occupancy is valid until July 1, 2014"
3,plan_like_arch_pdf,1141780,13-16347-NEWC,NEWC,325000,2932,2013-11-20T00:00:00,57-12 A7.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, 
BZA dkt #23-13 and 12-31354-HDLC

The Temporary Certificate of Occupancy is valid until July 1, 2014"
3,plan_like_arch_pdf,1141781,13-16347-NEWC,NEWC,325000,2932,2013-11-20T00:00:00,57-12 A3.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, 
BZA dkt #23-13 and 12-31354-HDLC

The Temporary Certificate of Occupancy is valid until July 1, 2014"
3,plan_like_arch_pdf,1141782,13-16347-NEWC,NEWC,325000,2932,2013-11-20T00:00:00,57-12 A6.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, 
BZA dkt #23-13 and 12-31354-HDLC

The Temporary Certificate of Occupancy is valid until July 1, 2014"
3,plan_like_arch_pdf,1141783,13-16347-NEWC,NEWC,325000,2932,2013-11-20T00:00:00,57-12 A4.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, 
BZA dkt #23-13 and 12-31354-HDLC

The Temporary Certificate of Occupancy is valid until July 1, 2014"
3,plan_like_arch_pdf,1141784,13-16347-NEWC,NEWC,325000,2932,2013-11-20T00:00:00,57-12 A5.pdf,"Construct a 2-story, 2932sf restaurant (Dat Dog) as per plans, 
BZA dkt #23-13 and 12-31354-HDLC

The Temporary Certificate of Occupancy is valid until July 1, 2014"
3,plan_like_arch_pdf,926984,13-27145-NEWC,NEWC,2000000,0,2013-08-19T00:00:00,ITEM 3 - MULTI-PURPOSE PLAN.pdf,Construct 10265 sq ft addition to 6900 sq ft classroom building at existing school as per plans.
3,plan_like_arch_pdf,902522,13-27878-NEWC,NEWC,10000,0,2013-09-23T00:00:00,LADC St.Claude Modular Bldg. 07.15.13 A1.pdf,Move modular building from one location on lot to another location on the same lot as per plans and 13-15654-HDLC.
3,plan_like_arch_pdf,996503,13-27878-NEWC,NEWC,10000,0,2013-09-23T00:00:00,4232 St Claude Office Trailer Elevation Certificate.pdf,Move modular building from one location on lot to another location on the same lot as per plans and 13-15654-HDLC.
3,plan_like_arch_pdf,1104214,13-31221-NEWC,NEWC,217862,2400,2014-03-07T00:00:00,Site Plan showing BFE and no projection on adj. lot.pdf,"Construct a 2,400 sq. ft. 1-story community center as per plans."
3,plan_like_arch_pdf,1133629,13-31221-NEWC,NEWC,217862,2400,2014-03-07T00:00:00,13-31221-NEWC revised stamped site plan.pdf,"Construct a 2,400 sq. ft. 1-story community center as per plans."
3,plan_like_arch_pdf,918271,13-31750-NEWC,NEWC,1000000,6035,2013-09-12T00:00:00,REVISED FOUNDATION PLANS 568-13REVISED.pdf,"Construct a 1-story, 6095 sf Dialysis Facility as per plans."
3,plan_like_arch_pdf,912176,13-33094-NEWC,NEWC,1848381,10000,2014-09-24T00:00:00,1037 Audubon St City Planning Documents.pdf,"Construct a 3-story, approximately 10,000 sf religious student activity center for Tulane University as per plans and City Council Motion #M-12-401 DR 30-13."
3,plan_like_arch_pdf,971047,13-34561-NEWC,NEWC,700000,13179,2013-10-08T00:00:00,Arch't. response.pdf,Construct 10386 sq ft 7-unit strip mall [Units A-G] as per plans.
3,plan_like_arch_pdf,971054,13-34561-NEWC,NEWC,700000,13179,2013-10-08T00:00:00,revised plans.pdf,Construct 10386 sq ft 7-unit strip mall [Units A-G] as per plans.
3,plan_like_arch_pdf,978302,13-34561-NEWC,NEWC,700000,13179,2013-10-08T00:00:00,Arch't. Response.pdf,Construct 10386 sq ft 7-unit strip mall [Units A-G] as per plans.
3,plan_like_arch_pdf,1091653,13-34814-NEWC,NEWC,750000,0,2014-02-17T00:00:00,2012 151 A10-A11 (Signed and Sealed.pdf,"Construct a 3-story mixed-use building as per plans and 12-19521-HLDC
1st floor - 2 retail units: 2494 sq ft and 1476 sq ft; 5 garage parking spaces
2nd floor - 4 dwelling units
3rd floor - 3 dwelling units"
3,plan_like_arch_pdf,1012398,13-35624-NEWC,NEWC,1200000,9400,2013-12-19T00:00:00,Napoleon Ave - Construction Documents.pdf,"Construct a 3-story, 9400sf multi-family dwelling (1221,1223 A,B,C,D Napoleon Ave) as per plans and BZA Dkt:233-12."
3,plan_like_arch_pdf,1032679,13-35624-NEWC,NEWC,1200000,9400,2013-12-19T00:00:00,A1-SITE PLAN-NAPOLEON 11-26-13pdf.pdf,"Construct a 3-story, 9400sf multi-family dwelling (1221,1223 A,B,C,D Napoleon Ave) as per plans and BZA Dkt:233-12."
3,plan_like_arch_pdf,1043581,13-35624-NEWC,NEWC,1200000,9400,2013-12-19T00:00:00,Arch't. Response.pdf,"Construct a 3-story, 9400sf multi-family dwelling (1221,1223 A,B,C,D Napoleon Ave) as per plans and BZA Dkt:233-12."
3,plan_like_arch_pdf,1057561,13-35624-NEWC,NEWC,1200000,9400,2013-12-19T00:00:00,13-35624-NEWC stamped and approved plans.pdf,"Construct a 3-story, 9400sf multi-family dwelling (1221,1223 A,B,C,D Napoleon Ave) as per plans and BZA Dkt:233-12."
3,plan_like_arch_pdf,1057562,13-35624-NEWC,NEWC,1200000,9400,2013-12-19T00:00:00,13-35624-NEWC revised approved foundation plans.pdf,"Construct a 3-story, 9400sf multi-family dwelling (1221,1223 A,B,C,D Napoleon Ave) as per plans and BZA Dkt:233-12."
3,plan_like_arch_pdf,1118510,13-35624-NEWC,NEWC,1200000,9400,2013-12-19T00:00:00,Revised Foundation Plans 13-35624-NEWC stamped and approved.pdf,"Construct a 3-story, 9400sf multi-family dwelling (1221,1223 A,B,C,D Napoleon Ave) as per plans and BZA Dkt:233-12."
3,plan_like_arch_pdf,1373315,13-36463-NEWC,NEWC,225000,1890,2013-12-12T00:00:00,13-36463 scanned plans.pdf,"New construction of a 1,890 s.f. bulk food storage building on existing slab at Convention Center as per plans."
3,plan_like_arch_pdf,1303232,13-37703-NEWC,NEWC,758890,6899,2013-10-14T00:00:00,1830 Bienville St Bldg Floor Joist 04282014 No 13-37703-NEWC MS.pdf,"New construction of a 6899s.f. mixed used building as per plans, and City Planning Commssion Zoning Docket 46-13 approval. (4777 s.f. livable area and 1200 s.f. community center)"
3,plan_like_arch_pdf,1036551,13-38860-NEWC,NEWC,1895719,8000,2013-12-05T00:00:00,E5.0-ELEC ONE-LINE DIAGRAM PLAN 11-26-13 CITY REVIEW COMMENTS.pdf,"Construct a 8000 s.f. outpatient clinic as per plans and S.Dkt 53/13, Signs require a separate permit."
3,plan_like_arch_pdf,2287293,13-38860-NEWC,NEWC,1895719,8000,2013-12-05T00:00:00,Planned Parenthood Gulf Coast 02014021 121113.pdf,"Construct a 8000 s.f. outpatient clinic as per plans and S.Dkt 53/13, Signs require a separate permit."
3,plan_like_arch_pdf,981340,13-40691-NEWC,NEWC,13290000,0,2013-11-19T00:00:00,ASI No 040 DRAWINGS_w stamp.pdf,"Supplement to 12-22799-NEWC to change the scope and increase the value of work as per plans - From the original plan: delete building F, modify building E, incorporate offices from building F into building E, and construct building E"
3,plan_like_arch_pdf,984778,13-40993-NEWC,NEWC,1396500,0,2014-02-18T00:00:00,COMBINED LAWRENCE DRAWING FILES.pdf,Replacement of the Lawrence Sewerage Pumping Station as per plans and CPC approval of DR 42-11.
3,plan_like_arch_pdf,1004342,13-42609-NEWC,NEWC,1379991,0,2014-02-19T00:00:00,COMBINED DODT DRAWING FILES.pdf,Replacement of the Dodt Street Sewage Pumping station as per plans and City Planning approval of Design Review 044-11.
3,plan_like_arch_pdf,1867381,13-42630-RNVS,NEWC,4285887,101000,2014-01-22T00:00:00,10010 I-10 east Service Rd 2nd floor slab 07-06-2015.pdf,"New construction of a 101,000 s,f. mini warehouse as per plans and City Planning Approval. Signage requires a seperate permit and approval."
3,plan_like_arch_pdf,2860948,13-42630-RNVS,NEWC,4285887,101000,2014-01-22T00:00:00,Elevation Certificate.pdf,"New construction of a 101,000 s,f. mini warehouse as per plans and City Planning Approval. Signage requires a seperate permit and approval."
3,plan_like_arch_pdf,1074228,13-44083-NEWC,NEWC,336138,0,2014-03-26T00:00:00,A1.2.pdf,"Construct a 2-story condominium single family unit as per plans, HDLC C/A # 13-02084-HDLC and BZA Dkt # 081-13."
