doc_id,permit_num,code,tier,score,name,description,reasons
7407252,24-21892-RNVN,RNVN,strict,123,2903 JEFFERSON_PHASE ONE. (RCC stamped).pdf,"Phase One encompasses work required to make the facilities ready for a new congregation. This includes an overhaul of the mechanical systems serving the Educational Building and Gym/Fellowship Hall including both modified and entirely new systems. In addition to accounting for the power needs of new mechanical systems, the electrical scope includes swapping out existing light fixtures with new fixtures in the same location and providing new lighting and outlets to support services hosted in the Fellowship Hall. Plumbing upgrades include the relocation of an existing laundry room and the addition of two small restrooms in an area prior utilized as storage. Phase One also aims to address the roofing scope campus-wide to ensure watertight buildings before future improvements take place. Beyond system and envelope upgrades, interior finishes in these areas of the building will also be upgraded to avoid any future work requirements to the spaces in later phases of construction.",strict primary-plan filename | relevant permit scope | renovation permit
7942692,24-22263-RNVS,RNVS,strict,123,210 Saint Charles - RCC Stamped.pdf,CONVERT EXISTING L-SHAPED 4-STORY BUILDING THAT FRONTS BOTH ST. CHARLES AVE. AND COMMON STREET TO A 34 ROOM BOUTIQUE HOTEL.,strict primary-plan filename | relevant permit scope | renovation permit
8090373,24-24910-RNVS,RNVS,strict,123,2275 Sanctuary Dr - RCC Stamped.pdf,Renovation of a 2-story Historic former military warehouse structure to become a multi-family apartment building as per plans. **FINAL INSPECTION** NEED FEMA EC SHOWING FLOOR AT LEAST +8.7 NAVD,strict primary-plan filename | relevant permit scope | renovation permit
7652192,24-25107-RNVS,RNVS,strict,123,308 Saint Charles - RCC Stamped.pdf,Construction of a 1-story gallery over the public sidewalk. All work to be done as per plans.,strict primary-plan filename | relevant permit scope | renovation permit
7766587,24-28464-RNVS,RNVS,strict,123,Danna Center_Temporary Cooking Trailer Project - RCC Stamped.pdf,Additon of an 820 SF enclosed platform and 2 leased kicthen trailers (cooking and dishwash) along with walk-in coolers and freezers. Also includes 1350 SF renovation of interior space within existing Danna Center building. All work is temporary and meant to operate from January-August of 2025 while the main kitchen in the Danna Center is renovated (separate pemit submission at a later date),strict primary-plan filename | relevant permit scope | renovation permit
7580571,24-29321-RNVS,RNVS,strict,123,2024-05-03 AP Turead Elect Permit set.pdf,"Minor interior painting, cleaning, finishes repairs, exterior walls repairs.- WHITE BOX COMMERCIAL - NO USE OR OCCUPANCY",strict primary-plan filename | relevant permit scope | renovation permit
8022399,24-29895-RNVS,RNVS,strict,123,905 Royal - VCC and RCC Stamped.pdf,"Interior, structural reno of existing historic hotel building. Configured into 3 separate rental areas (6 bedrooms total). New kitchens and living areas on first floors. New MEP throughout. All work to be done as per plans. **FINAL INSPECTION** NEED UPDATED FEMA SHOWING ELEVATION OF THE LOWEST MACHINERY/ EQUIPMENT SERVICING THE STRUCTURE. VERIFY IT IS ABOVE ELEVATION REQUIREMENT",strict primary-plan filename | relevant permit scope | renovation permit
7860223,24-31588-RNVS,RNVS,strict,123,BFHS MECHANICALSP RCC STAMPED.pdf,"Metal Roof Replacement & Mechanical Improvements @ Katherine Johnson High School, Project No. 23-FAC-0015",strict primary-plan filename | relevant permit scope | renovation permit
7689814,24-32503-RNVS,RNVS,strict,123,HDLC Approved_1800 HASTINGS_CD_10.23.24 (RCC stamped).pdf,Renovation of commercial building as per plans. - white box only -,strict primary-plan filename | relevant permit scope | renovation permit
7812001,24-34409-RNVN,RNVN,strict,123,400 N Carrollton - RCC Stamped.pdf,Construction of new Starbucks kiosk inside Rouses Market. All work to be done as per plans.,strict primary-plan filename | relevant permit scope | renovation permit
7909221,24-34519-RNVN,RNVN,strict,123,100 La Salle 24-34519 SP RCC STAMPED.pdf,Renovation of ground floor retail space inside existing building to include a new Starbucks Coffee location. Building is owned by Loyola University (Francis Hall).,strict primary-plan filename | relevant permit scope | renovation permit
8286218,24-36592-RNVS,RNVS,strict,123,5217 Saint Claude - RCC Stamped.pdf,"Salon - Complete renovation to include replace damaged wood, electrical, hvac, plumbing, drywall, paint, flooring and cabinetry. *FINAL INSPECTION* FEMA EC BFE +3.3 NAVD including M&E",strict primary-plan filename | relevant permit scope | renovation permit
7968695,25-00537-RNVS,RNVS,strict,123,1300 Richland - RCC Stamped.pdf,RENOVATION OF AN EXISTING BUILDING TO RESTAURANT/BAR/EVENT SPACE.- NEW COMMERCIAL KITCHEN AND DINING AREA ON THE FIRST FLOOR. NEW SCREENED IN PORCH. NO WORK ON SECOND FLOOR AT THIS TIME. ALL WORK TO BE DONE AS PER PLANS.,strict primary-plan filename | relevant permit scope | renovation permit
8570051,25-02768-RNVS,RNVS,strict,123,533 Royal - VCC and RCC Stamped.pdf,"SUBSTANTIAL HISTORIC RENOVATION OF EXISTING FULLY SPRINKLERED 3-STORY BRICK MASONRY AND WOOD MUSEUM (CULTURAL FACILITY). NO CHANGE OF USE IS PROPOSED. THE CAMPUS IS COMPRISED OF SEVERAL BUILDINGS THAT HAVE BEEN ACQUIRED OVER TIME THAT ARE INTERCONNECTED. 2 AREAS OF NEW CONSTRUCTION WILL SLIGHTLY EXPAND INTO EXISTING NON-PERMEABLE COURTYARDS AND INCREASE THE OVERALL GROSS SQUARE FOOTAGE. STORMWATER WILL BE RETAINED IN UNDERGROUND TANKS WITHIN 2 COURTYARDS. THE SCOPE OF WORK INCLUDES SEVERAL NEW ELEVATORS AND REGRADING OF THE SITE TO MAKE THE CAMPUS ADA ACCESSIBLE. STRUCTURAL STABILIZATION WILL BE PERFORMED THROUGHOUT ALL BUILDINGS. THE CAMPUS WILL RECEIVE NEW MECHANICAL, ELECTRICAL, SPRINKLER, FIRE ALARM, STORMWATER, AND PLUMBING SYSTEMS. THE PROPERTIES WERE RESUBDIVIDED INTO ONE LOT OF RECORD AND CONSIDERED ONE BUILDING BY CODE. ALL WORK TO BE DONE AS PER PLANS.",strict primary-plan filename | relevant permit scope | renovation permit
9332331,25-03079-RNVS,RNVS,strict,123,1125 N Tonti - HDLC and RCC Stamped.pdf,"Odyssey House Louisana Tonti St. Campus is a Residential Care Facility (rehabilitative recovery) occupying various buildings on the site at 1125 N. Tonti St. This project is a renovation of Building A, which is a 3-story-plus-attic historic building built in 1895. Project scope is to renovate the building to accommodate common areas and administrative use on Level 1, sleeping units on Level 2 and 3, and common space and mechanical on Level 4 (attic). Scope also includes site work including the execution of the remaining stormwater management plan work as submitted with Building E (permit ref code GHY0E6, no. 22-30761-RNVS).",strict primary-plan filename | relevant permit scope | renovation permit
8694143,25-03633-RNVS,RNVS,strict,123,101 Morgan - RCC Stamped.pdf,"Alteration of existing ferry terminal building, ferry approach and surrounding site. Overhead canopy for weather protection to be added to existing ferry approach bridge. A second floor, elevator and stair will be added to the existing ferry terminal building. Surrounding site, including the public right-of-way, will be renovated to create a new plaza area with new stairs and accessible sloped walks to the terminal building. All work to be done as per plans. *FINAL INSPECTION* FEMA EC BFE +20.32 NAVD",strict primary-plan filename | relevant permit scope | renovation permit
8595746,25-03940-RNVS,RNVS,strict,123,3318 Burgundy - RCC Stamped.pdf,"Rear addition of a dining room, enclosed porch, and deck as per plans.",strict primary-plan filename | relevant permit scope | renovation permit
8059840,25-05484-RNVS,RNVS,strict,123,813 Ursulines - RCC Stamped.pdf,Install elevator in private residence. Interior work only. No roof penetrations. To be built as per plans.,strict primary-plan filename | relevant permit scope | renovation permit
8394420,25-10086-RNVS,RNVS,strict,123,5069 Willowbrook - RCC Stamped.pdf,Adding a metal canopy between the 2 building to add shade for the church. The church is Mary Queen the Vietnam Church located on Willowbrook Dr and Dweyr blvd. All work to be done as per plans.,strict primary-plan filename | relevant permit scope | renovation permit
8529060,25-11442-RNVS,RNVS,strict,123,25-09-09 Walnut St Rev 6 SP RCC STAMPED.pdf,"Interior renovation; new exterior doors; modifications to plumbing, electrical, sheetrock, rated separation wall and ceiling, kitchen, bath, flooring.",strict primary-plan filename | relevant permit scope | renovation permit
8094444,25-12239-RNVS,RNVS,strict,123,Construction Documents-3201 Orleans Ave 04-21-25 PERMIT EMAIL.pdf,The second floor addition of 936 s.f. as a residential dwelling as a camel-back structure over an existing first floor commercial occupancy.,strict primary-plan filename | relevant permit scope | renovation permit
8396268,25-13207-RNVS,RNVS,strict,123,25_0430 KIDsmART_Permit SP RCC STAMPED.pdf,"The existing building was originally a parochial school, renovated in 2018 to a co-working office space. The 2018 renovation achieved Historic Tax Credits. Renovation to reconfigure the existing program spaces to house administrative offices, classroom and training spaces, fine arts studio classrooms, a performance arts rehearsal and performance spaces, and associated storage, bathroom, prep area, and support spaces. Reconfigure circulation with the addition of an elevator to provide an accessible route to the second floor. The business occupancy of the building will remain same in the upcoming renovation. *MUST RESOLVE BACKFLOW PREVENTION PRIOR TO ANY INSPECTIONS*",strict primary-plan filename | relevant permit scope | renovation permit
8204108,25-13413-RNVS,RNVS,strict,123,HDLC Reviewed__2023 151 S1.0 Set SS SP RCC STAMPED.pdf,"Various Structural Repairs on the interior of the existing building consisting of concrete pile caps, columns and beams to the already structurally shored building work performed under a prior permit. NOT FOR USE OR OCCUPANCY",strict primary-plan filename | relevant permit scope | renovation permit
8633948,25-16699-RNVN,RNVN,strict,123,Z_901 Independence St_HDLC REV2_6-13-25_ HDLC Approved SP RCC STAMPED.pdf,"Change of use of exiting multi-family residential to mixed use residential/commercia. The corner, grade floor unit will be converted into a new coffee shop The other two units will remain residential. No structural changes. Demo of interior non-load bearing walls. Demo if existing bath and kitchen fixtures, interior stair case. Installation of new Lapeyre stair to access second floor, new entry door, new plumbing and electrical fixtures.",strict primary-plan filename | relevant permit scope | renovation permit
8367819,25-18812-RNVS,RNVS,strict,123,1833 Jena - RCC Stamped.pdf,De-racking the building from the interior and installing a steel frame to spread the load. Work to be done as per plans.,strict primary-plan filename | relevant permit scope | renovation permit
8742527,25-25839-RNVS,RNVS,strict,123,4104 Tchoupitoulas - RCC Stamped.pdf,Renovations to existing office building into a new reception facility. All work to be done as per plans.,strict primary-plan filename | relevant permit scope | renovation permit
8809719,25-32483-RNVS,RNVS,strict,123,401 N Carrollton - RCC Stamped.pdf,Building was previously a Winn-Dixie store. The proposed renovations will convert the location into an ALDI grocery store. Remodel is primarily interior with only cosmetic facade changes to the exterior. No site work or changes in building footprint are being proposed. All work to be done as per plans.,strict primary-plan filename | relevant permit scope | renovation permit
9236789,25-33133-RNVS,RNVS,strict,123,907 Decatur - VCC and RCC Stamped.pdf,"To repair and renovate building as per plans. Work includes: Installation of three new 8” round tie backs on the Dumaine elevation. Tie backs to be painted to match the building’s stucco, sounding and removal of any damaged or missing stucco to be repaired with new stucco, repair/replacement of wood windows to match existing, installation of new steel lintel at ground floor opening and repair of surrounding stucco to match adjacent openings, repair shutters at the second and third floor of the Decatur St. elevation to match existing, removal of the rooftop mechanical unit currently servicing the neighboring building at 911 Decatur St., repair existing slate roof to match existing, at rear flat roof, coat existing TPO roofing with 100% silicone roof coating for TPO, remove light fixtures, install two new can lights to the underside of the gallery, and place all wiring in conduit.",strict primary-plan filename | relevant permit scope | renovation permit
8753421,25-37968-RNVS,RNVS,strict,123,6048 Perrier Unit 3K Permit Set (RCC).pdf,Interior renovation to an existing condo unit in an existing multi-family residential structure. Minor exterior painting.,strict primary-plan filename | relevant permit scope | renovation permit
9354081,25-39400-RNVS,RNVS,strict,123,3901 Magazine - RCC Stamped.pdf,"COMMERCIAL TENANT IMPROVEMENT INCLUDING DEMOLITION AND CONSTRUCTION OF NON-STRUCTURAL PARTITIONS, CEILINGS, FINISHES AND FURNITURE/EQUIPMENT AND ASSOCIATED MEP IMPROVEMENTS.",strict primary-plan filename | relevant permit scope | renovation permit
9266602,26-07412-RNVS,RNVS,strict,123,1903 Jefferson SP RCC STAMPED.pdf,"The Isidore Newman School Jefferson Building Restoration/Renovation centers on the partial renovation of the Jefferson Building with connections to the Saratoga Building. Improvements include partial demolition of interior partitions to restore historic architectural features and provide new office and student spaces. The project includes mechanical, electrical, plumbing, and fire protection systems in selected areas of the Jefferson and Saratoga buildings. Exterior renovations consist of façade refinishing work of plaster, a limited scope of window and door replacement, roof repair with dormer additions, and remodeling an outdoor courtyard. BACKFLOW PREVENTION REVIEW REQUIRED PRIOR TO INSPECTIONS BEING ACCEPTED",strict primary-plan filename | relevant permit scope | renovation permit
9133341,26-08107-RNVS,RNVS,strict,123,130 Roosevelt - HDLC and RCC Stamped.pdf,"The project is a masonry restoration project that includes isolated repair of historic terra cotta elements, brick masonry, and precast ornamental features. The project also includes waterproofing integrity improvements at windows and doors. All work to be done as per plans.",strict primary-plan filename | relevant permit scope | renovation permit
9127047,26-08124-RNVS,RNVS,strict,123,1413 Upperline - RCC Stamped.pdf,Renovation of existing restaurant.,strict primary-plan filename | relevant permit scope | renovation permit
9016513,26-08870-RNVS,RNVS,strict,123,Floor Plan.pdf,"Structural remediation of existing building, previously under an emergency structural permit 25-23728-RNVS. To be built as per plans. NOT FOR USE OR OCCUPANCY.",strict primary-plan filename | relevant permit scope | renovation permit
982082,13-14264-NEWC,NEWC,strict,115,13-14264 APPROVED PLAN SET VOL 2.pdf,Construct new 3-story Elementary School as per plans.,strict primary-plan filename | relevant permit scope
1012398,13-35624-NEWC,NEWC,strict,115,Napoleon Ave - Construction Documents.pdf,"Construct a 3-story, 9400sf multi-family dwelling (1221,1223 A,B,C,D Napoleon Ave) as per plans and BZA Dkt:233-12.",strict primary-plan filename | relevant permit scope
1619269,13-44947-NEWC,NEWC,strict,115,Approved plans set for construction 13-44947.pdf,"New construction for a free-standing, 3-story building of 94,000sf of apartments (100 units) targeted for Seniors as per plans. OK for Temporary CO until 12-17-2016 as per State Fire Marshall",strict primary-plan filename | relevant permit scope
1809668,14-06082-NEWC,NEWC,strict,115,Approved stamped plans for construction.pdf,"New construction of a 6,980 s.f. building as per plans (B.W. Cooper Management Office) and Ord 26169 MCS.",strict primary-plan filename | relevant permit scope
1311671,14-11304-NEWC,NEWC,strict,115,Approved plan.pdf,"New construction of a early childhood development center as per plans and CPC Zoning Docket 079-13 (25,566 MCS). Demolition permit must be finalized before construction can begin.",strict primary-plan filename | relevant permit scope
2212256,15-03182-NEWC,NEWC,strict,115,Approved plans for construction.pdf,Erect 29035 sq ft modular office use as per plans. Permit is extended for 6 months 03/04/2018,strict primary-plan filename | relevant permit scope
1726038,15-04747-NEWC,NEWC,strict,115,Approved plans for construction 15-04747.pdf,Construct office building for proposed used auto sales as per plans.,strict primary-plan filename | relevant permit scope
3070133,15-23611-NEWC,NEWC,strict,115,approved plans for construction.pdf,New construction of a 3-stry office building as per plans. 118 w harrison suite 201 and suite 301 and house meter,strict primary-plan filename | relevant permit scope
2988767,15-24085-NEWC,NEWC,strict,115,approved plans for construction.pdf,Construct 8771 sq ft 1-story veterinary hospital as per plans. TCO AS PER SFM--GOOD TILL 1-2-21,strict primary-plan filename | relevant permit scope
2076252,15-32813-NEWC,NEWC,strict,115,construction Documents plans.pdf,Erect a pre-engineered covered pavilion on High School campus,strict primary-plan filename | relevant permit scope
2251240,16-02792-NEWC,NEWC,strict,115,Approved plans for construction 02792.pdf,Interior build-out for new two-story mixed-use office and storage use building under seperate future permit.,strict primary-plan filename | relevant permit scope
2269564,16-12689-NEWC,NEWC,strict,115,APPROVED PLANS FOR CONSTRUCTION.pdf,Construct Warehouse building as per plans.,strict primary-plan filename | relevant permit scope
2800071,16-16205-NEWC,NEWC,strict,115,approved plans for ocnstruction.pdf,"Construct 5270 sq ft church as per plans. Permit extended until November 1, 2019.",strict primary-plan filename | relevant permit scope
2323187,16-16972-NEWC,NEWC,strict,115,41-15 Elect. TCI Mega Plastic Permit Set.pdf,New construction of a warehouse building per plans.,strict primary-plan filename | relevant permit scope
2406741,16-24142-NEWC,NEWC,strict,115,Approved plans for construction PERMIT Drawings.pdf,Construct a 43647 sq ft 3-story office building as per plans: Ground floor - fitness and office with storage warehouse and covered parking; 2nd and 3rd floor - shell office space OK for Temporary Occupancy for 30 days until 1\22\2017 Extend TCO until 3/30/2018,strict primary-plan filename | relevant permit scope
3140014,17-11954-NEWC,NEWC,strict,115,approved plans for construction.pdf,Install a trash compactor pad and ramp at zoo as per plans. no electrical and no mechanical and no plumbing work.,strict primary-plan filename | relevant permit scope
3039057,17-15346-NEWC,NEWC,strict,115,approved plans for construction.pdf,"Construct a 101,861 sq ft four story parking garage for a multi family project as per plans. BUILDING 4",strict primary-plan filename | relevant permit scope
5479791,18-30502-NEWC,NEWC,strict,115,Construction-Permit Set(3829) ARCH1_04.07.22 (1).pdf,New wood framed building on concrete piers used for educational purposes.per plans.,strict primary-plan filename | relevant permit scope
4032149,19-15999-NEWC,NEWC,strict,115,14-RISERS _2414 GRAVIER-4 PLEX_SPRINGER-A-2 FLOOR PLANS.pdf,New Construction of a multi family dwelling as per plans,strict primary-plan filename | relevant permit scope
4105866,19-22415-NEWC,NEWC,strict,115,3423 Esplanade - HDLC and RCC Stamped.pdf,New construction of a mausoleum in St. Louis III as per plans.,strict primary-plan filename | relevant permit scope
4243086,19-26290-NEWC,NEWC,strict,115,6701 Curran - RCC Stamped.pdf,New outdoor classroom and garden area as per plans.,strict primary-plan filename | relevant permit scope
4175428,19-27652-NEWC,NEWC,strict,115,_08 29 19 Construction Set ARCHITECTURAL and MEP_Part1.pdf,New Construction; an existing triplex was destroyed by fire and we are replacing the triplex with a new 8000sq ft 3-stry triplex like-kind construction as per plans.,strict primary-plan filename | relevant permit scope
4328424,19-27685-NEWC,NEWC,strict,115,701 Poydras 6th floor - RCC Stamped.pdf,Renovation of existing shell space on the 6th floor of the Hancock Whitney Center for offices as per plans.,strict primary-plan filename | relevant permit scope
4620874,19-37880-NEWC,NEWC,strict,115,DR076-20 stamped plan.pdf,"New 4-Story Apartment Building, 64 dwelling units as per plans. Building B Reference permit # 18-33926-NEWC.",strict primary-plan filename | relevant permit scope
4620899,19-37934-NEWC,NEWC,strict,115,DR076-20 stamped plan.pdf,"New 4-Story Apartment Building C, 38 dwelling units as per plans. Reference permit # 18-33926-NEWC.",strict primary-plan filename | relevant permit scope
5099607,20-02817-NEWC,NEWC,strict,115,9661 Lake Forest - RCC Stamped.pdf,"New construction of a 14,215 sqft, 1-stry building with offices, assembly spaces and associated support spaces as per plans, Parent-Child Center (Community Center)",strict primary-plan filename | relevant permit scope
4759098,20-03820-NEWC,NEWC,strict,115,3320 Wall - RCC Stamped.pdf,"New Construction of an 18,696sqft, 2 story police department district headquarters as per plans,",strict primary-plan filename | relevant permit scope
5821502,20-40779-NEWC,NEWC,strict,115,2435 Napoleon - RCC Stamped.pdf,"New construction of a 3stry, 9,779 sqft, 4-unit multifamily building as per plans.",strict primary-plan filename | relevant permit scope
4808848,20-41384-NEWC,NEWC,strict,115,1613 BARONNE_SP-1 Floor Plan - SPRINKER-Layout-36x24.pdf,"New construction of a 3-story 8372sqft mixed-use structure. Commercial suite at ground floor front, community use common room at ground floor rear, and (2) Commercial Short Term Rental Units and (1) Long Term Dwelling unit at upper floors. All work to be done as per plans.",strict primary-plan filename | relevant permit scope
4908072,21-08129-NEWC,NEWC,strict,115,5500 Chef Menteur - RCC Stamped.pdf,Convert an existing temporary access drive to concrete driveway at the Folgers Plant as per plans. Scope of work includeds stormwater management features.,strict primary-plan filename | relevant permit scope
4898114,21-09850-NEWC,NEWC,strict,115,1000 Canal - ARC Package - 2021.04.08.pdf,New construction 10-story hotel with ground floor commercial as per plans.,strict primary-plan filename | relevant permit scope
5010661,21-11737-NEWC,NEWC,strict,115,2626 Napoleon - RCC Stamped.pdf,The installation of new Generator Foundation as per plans. Future generator work to be done under separate permit.,strict primary-plan filename | relevant permit scope
5694267,21-20243-NEWC,NEWC,strict,115,1426 Baronne - RCC Stamped.pdf,"The project consists of a new 3 story, 6382sq ft hotel building. The new hotel will include 3 units @ 1 unit per floor. All work is to be done as per plans stamped 8/19/22. *Pool will require future permit, not reviewed under this permit.",strict primary-plan filename | relevant permit scope
8670118,21-32352-NEWC,NEWC,strict,115,316-22 Allen Toussaint_Construction Documents_09-15-25 REVISED SPP RCC STAMPED.pdf,Construction of a new two story mixed-use commercial building. Ground floor to be future retail space and second floor to be occupied by building owner as a professional office. Construction Type V THE PERMIT HAS BEEN REISSUED ON 11-20-2025 AND EXTENDED FROM THAT DATE ON 180 DAYS. IT IS EXTENDED AUTOMOTIALLY FROM EACH INSPECITON DATE FROM THERE,strict primary-plan filename | relevant permit scope
5673606,22-01086-NEWC,NEWC,strict,115,945 Magazine 22-01086 SP RCC HDLC (RCC stamped).pdf,"Removal of existing paving and planting on the interior of lot of the NWWII Museum. New site drainage, paving, fence/gate, benches and planters. Stormwater Management Improvements are also included.",strict primary-plan filename | relevant permit scope
5633725,22-07357-NEWC,NEWC,strict,115,1036 Broadway - RCC Stamped.pdf,"NEW CONSTRUCTION OF A 1STRY, 2,822 SQFT OFFICE BUILDING FOR THE TULANE UNIVERSITY POLICE DEPARTMENT, SITE WORK TO INCLUDE NEW RAMPS, PARKING SURFACES, WALKWAYS, AND LANDSCAPING. ALL WORK TO BE DONE AS PER PLANS. Temporary Occupancy Issued on 8-10-23 for 90 Days to get DPW Inspecitons Completed.",strict primary-plan filename | relevant permit scope
5928019,22-16377-NEWC,NEWC,strict,115,2126 Marais - New Construction Only - RCC STAMPED.pdf,"NEW CONSTRUCTION OF A 2 STORY 1314SF STRUCTURE IN THE REAR OF THE LOT TO BE PART OF HOTEL USE, NEW SITE-WORK THROUGHOUT. ***THIS PERMIT IS FOR THE NEW CONSTRUCTION ONLY, RENOVATION OF THE OTHER STRUCTURES HAS BEEN APPLIED FOR UNDER 22-33294.*** Permit extended until (3) 180 day periods until March 15, 2025 Permit extended (2) 180 day periods until March 15, 2026",strict primary-plan filename | relevant permit scope
8674113,22-18919-NEWC,NEWC,strict,115,2256 Baronne St - RCC Stamped.pdf,"NEW CONSTRUCTION OF A 4-STORY, 20,000SQFT MULTI-FAMILY AFFORDABLE HOUSING BUILDING ON VACANT LOT. STEEL STUD FRAMING ON RAISED SLAB CONSTRUCTION. NEW PARKING LOT WITH APPROVALS THROUGH CPC. NEW SITE WORK AND LANDSCAPING. ALL WORK TO BE DONE AS PER PLANS.",strict primary-plan filename | relevant permit scope
8190739,22-19390-NEWC,NEWC,strict,115,1021 Felicity - RCC Stamped.pdf,"The new construction of a 3-story, 15,000 sq ft, 9-unit Multi-Family project with a ground floor commercial space(s), including covered ground floor surface parking. All work to be done as per plans. NO RESIDENTIAL PERMITTED ON GROUND FLOOR, ONLY COMMERCIAL ON GROUND FLOOR AS PER DFP CERT POOL NOT REVIEWED OR APPROVED UNDER THIS PERMIT. Requires separate POOL permit. **FINAL INSPECTION** NEED FEMA DRY FLOOD-PROOFING CERTIFICATE SHOWING THE STRUCTURE IS DRY FLOOD-PROOFED TO AT LEAST 4FT ABOVE THE CURB(+7.99 NAVD)",strict primary-plan filename | relevant permit scope
6380383,22-23361-NEWC,NEWC,strict,115,003 CPC Stamped Approved Plan Packet as Recorded.pdf,New Construction of 6 story hotel with meeting rooms and additional 1st floor tenant commercial space. All work to be done as per plans.,strict primary-plan filename | relevant permit scope
7737169,22-27204-NEWC,NEWC,strict,115,1104 Clouet 22-27204 SP RCC STAMPED.pdf,Construction of a new commercial restaurant structure on the property. BFE +4.19 NAVD (Requirement for all New construction is 3ft above the curb). Separate use from existing non-conforming\ bar. All work to be done as per plans. ***NO USE OR OCCUPANCY BECAUSE NO DHH APPROVAL***,strict primary-plan filename | relevant permit scope
6150621,22-37642-NEWC,NEWC,strict,115,1751 Gentilly - Barn 14 - RCC Stamped.pdf,Fair Grounds is proposing to construct a new Barn 14 with a connected dormitory to replace a barn lost during Hurricane Ida. The new barn will be generally identical to the barn it is replacing. All work to be done as per plans.,strict primary-plan filename | relevant permit scope
9072470,22-37867-NEWC,NEWC,strict,115,955 HOWARD SP RCC STAMPED.pdf,Renovation of existing 2 story commercial building & new construction 4 story building into a mixed use property with retail white box space on the first floor of the existing building and upper floors to be residential condos. Includes an open air but screened walled parking area; listed this area as garage square footage even though it is open air.,strict primary-plan filename | relevant permit scope
5947697,23-00378-NEWC,NEWC,strict,115,1901 Leon C Simon Bldg C - RCC Stamped.pdf,"The project is a new construction of a K-8 Educational Facility on University of New Orleans' campus. The submission is for the Student Dining/Commons building that is 1 story and approximately 10,500 SF and located behind the 3 story academic building (reviewed under permit # 22-28721). New parking on the west side of property for the new school facility and new parking on the north side will be exclusively for UNO. Existing parking on the east will be modified as necessary. The project includes all new electrical, mechanical, plumbing, fire protection, kitchen equipment, and security. All work to be done as per plans. Stormwater management is under 22-28721-NEWC TEMPORARY CERTIFICATE OF OCCUPANCY ISSUED 6-25-24 FOR 90 DAYS - CLOSEOUT OF DESIGN REVIEW AND STORMWATER MANAGEMENT FINAL C/O ISSUED ON 8/13/24",strict primary-plan filename | relevant permit scope
6150860,23-01018-NEWC,NEWC,strict,115,1751 Gentilly - Barn 20 - RCC Stamped.pdf,Fair Grounds is proposing to construct a new Barn 20 with a connected dormitory to replace a barn lost during Hurricane Ida. The new barn will be generally identical to the barn it is replacing. All work to be done as per plans.,strict primary-plan filename | relevant permit scope
6234642,23-01785-NEWC,NEWC,strict,115,230510_Erato Hotel_Civil CD SET.pdf,"2-STORY, 3-SUITE HOTEL W/ TWO WOOD FRAMED/CMU BUILDINGS AND WOOD FRAMED COURTYARDS ON RESUBDIVIDED LOT COMPRISING 1718, 1722 & 1726 ERATO. This is for the rear building. Front building is 23-12694-NEWC Permit extended (1) 180 day period until October 16, 2025 Permit extended (2) 180 day periods to October 16, 2026",strict primary-plan filename | relevant permit scope
6264105,23-02976-NEWC,NEWC,strict,115,1418 Baronne Permit Issue - 76 shts (RCC stamped).pdf,"New construction of a 3-unit, 3 story hotel on a vacant lot. Permit extended (2) 180 day periods until January 17, 2025.",strict primary-plan filename | relevant permit scope
6245437,23-07246-NEWC,NEWC,strict,115,1713 Erato - RCC Stamped.pdf,"New construction of a 4 story, 39,136sf hotel as per plans.",strict primary-plan filename | relevant permit scope
6170932,23-13587-NEWC,NEWC,strict,115,20-2108 Construction Documents Combined 2023.05.01_Part1.pdf,Construction of a new office/warehouse building for the City of New Orleans Department of SanitationFacility per pllans.,strict primary-plan filename | relevant permit scope
6159782,23-14384-NEWC,NEWC,strict,115,22155 - Adamick Architecture - 1137 Baronne St - Construction Documents - 01.31.2023.pdf,New Construction of single guest suite hotel structure. Hotel will be operated in combination with a collection of adjacent properties as one hotel made up of several structures. The hotel lobby structure is located at 1200 Baronne - see that permit application for the overall hotel use application.,strict primary-plan filename | relevant permit scope
6367182,23-24731-NEWC,NEWC,strict,115,(PRD - P3) - 5022 BIENVILLE ST - NEW CONSTRUCTION PERMIT SET 09-26-23.pdf,New construction of 325 sq ft 1-story KITCHEN building for restaurant. **Three separate permits for this project.,strict primary-plan filename | relevant permit scope
6367205,23-24755-NEWC,NEWC,strict,115,5022 BIENVILLE ST - NEW CONSTRUCTION PERMIT SET 09-26-23.pdf,Construction of185 sq ft BATHROOM building for restaurant. **Three separate permits for this project.,strict primary-plan filename | relevant permit scope
6589793,23-27509-NEWC,NEWC,strict,115,"1412 D Carrollton - Sht P101, PRD (SWBNO approved, RCC stamped).pdf",Building permit for Dental Office,strict primary-plan filename | relevant permit scope
7525080,23-29864-NEWC,NEWC,strict,115,1845 Ag SP RCC STAMPED (1).pdf,"NEW CONSTRUCTION OF A CATERING KITCHEN AT 1845 AGRICULTURE STREET. F-1 OCCUPANCY WITH NEW FOUNDATION, FRAMING, INTERIOR AND EXTERIOR FINISHES THROUGHOUT. NEW MECHANICAL, ELECTRICAL AND PLUMBING THROUGHOUT. LANDSCAPING BY OTHERS. ALL WORK TO BE DONE AS PER PLANS.",strict primary-plan filename | relevant permit scope
